#SampleID	plots	microcosms	Field	Soil_depth	Period_numeric	Period	Plate	Condition	Soil_pH_Value	cul_type	quant_reading	Sample_or_Control	field_coord	coll_coord	cords_note	soil_compname	soil_taxclass	soil_taxorder	soil_taxsuborder	soil_taxgrtgroup	soil_taxsubgrp	Meloidogyne_hapla	Meloidogyne_chitwoodi	Pratylenchus_penetrans	Pratylenchus_neglectus	Pratylenchus_thornei	Paratrichodorus_sp	Tylenchorhynchus_sp	Paratylenchus_sp	Helicotylenchus_sp	Mesocriconema sp	Ditylenchus_sp	Xiphinema_sp	Hemicycliophora_sp	vert_count	bd_count	y1998	y1999	y2000	y2001	y2002	y2003	y2004	y2005	y2006	y2007	y2008	y2009	y2010	y2011	y2012	y2013	y2014	y2015	y2016	y2017	y2018
FI-5-6	O772_2	Organic772_2_12	Organic772	30cm	3	3wk	Plate_14	treatment	7.3	Organic	44.6	True_Sample	45.7534,-119.76927	45.754589,-119.771011		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FJ-5-6	O772_2	Organic772_2_4	Organic772	10cm	6	6wk	Plate_18	treatment	7.4	Organic	44.6	True_Sample	45.7534,-119.76927	45.754589,-119.771011		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FK-5-6	O772_2	Organic772_2_8	Organic772	20cm	6	6wk	Plate_19	treatment	7.3	Organic	52	True_Sample	45.7534,-119.76927	45.754589,-119.771011		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FL-5-6	O772_2	Organic772_2_12	Organic772	30cm	6	6wk	Plate_20	treatment	7.39	Organic	41.1	True_Sample	45.7534,-119.76927	45.754589,-119.771011		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FA-5-7	O772_3	Organic772_3_4	Organic772	10cm	0	0wk	Plate_1	treatment	7.51	Organic	97.1	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FB-5-7	O772_3	Organic772_3_8	Organic772	20cm	0	0wk	Plate_2	treatment	7.735	Organic	90.3	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FC-5-7	O772_3	Organic772_3_12	Organic772	30cm	0	0wk	Plate_3	treatment	7.65	Organic	90.9	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FD-5-7	O772_3	Organic772_3_4	Organic772	10cm	1	1wk	Plate_7	treatment	7.7	Organic	137.1	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FE-5-7	O772_3	Organic772_3_8	Organic772	20cm	1	1wk	Plate_8	treatment	7.745	Organic	99.8	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FF-5-7	O772_3	Organic772_3_12	Organic772	30cm	1	1wk	Plate_9	treatment	7.715	Organic	62.9	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FG-5-7	O772_3	Organic772_3_4	Organic772	10cm	3	3wk	Plate_12	treatment	7.55	Organic	63.3	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FH-5-7	O772_3	Organic772_3_8	Organic772	20cm	3	3wk	Plate_13	treatment	7.5	Organic	51.4	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FI-5-7	O772_3	Organic772_3_12	Organic772	30cm	3	3wk	Plate_14	treatment	7.45	Organic	49.8	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FJ-5-7	O772_3	Organic772_3_4	Organic772	10cm	6	6wk	Plate_18	treatment	7.625	Organic	44.8	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FK-5-7	O772_3	Organic772_3_8	Organic772	20cm	6	6wk	Plate_19	treatment	7.465	Organic	53.5	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FL-5-7	O772_3	Organic772_3_12	Organic772	30cm	6	6wk	Plate_20	treatment	7.38	Organic	50.3	True_Sample	45.7534,-119.76927	45.754706,-119.767958		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FA-5-8	O772_4	Organic772_4_4	Organic772	10cm	0	0wk	Plate_1	treatment	7.49	Organic	108.6	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FB-5-8	O772_4	Organic772_4_8	Organic772	20cm	0	0wk	Plate_2	treatment	7.615	Organic	105.3	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FC-5-8	O772_4	Organic772_4_12	Organic772	30cm	0	0wk	Plate_3	treatment	7.59	Organic	102.3	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FD-5-8	O772_4	Organic772_4_4	Organic772	10cm	1	1wk	Plate_7	treatment	7.66	Organic	119.3	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FE-5-8	O772_4	Organic772_4_8	Organic772	20cm	1	1wk	Plate_8	treatment	7.55	Organic	98.8	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FF-5-8	O772_4	Organic772_4_12	Organic772	30cm	1	1wk	Plate_9	treatment	7.62	Organic	92.8	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FG-5-8	O772_4	Organic772_4_4	Organic772	10cm	3	3wk	Plate_12	treatment	7.35	Organic	53.1	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FH-5-8	O772_4	Organic772_4_8	Organic772	20cm	3	3wk	Plate_13	treatment	7.3	Organic	53.8	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FI-5-8	O772_4	Organic772_4_12	Organic772	30cm	3	3wk	Plate_14	treatment	7.35	Organic	59.7	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FJ-5-8	O772_4	Organic772_4_4	Organic772	10cm	6	6wk	Plate_18	treatment	7.44	Organic	44.7	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FK-5-8	O772_4	Organic772_4_8	Organic772	20cm	6	6wk	Plate_19	treatment	7.2	Organic	59.7	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FL-5-8	O772_4	Organic772_4_12	Organic772	30cm	6	6wk	Plate_20	treatment	7.35	Organic	52	True_Sample	45.7534,-119.76927	45.752856,-119.768039		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0																CORN	PEAS	PEAS-CORN	PEAS	CARROT	CORN
FA-6-1	O658_1	Organic658_1_4	Organic658	10cm	0	0wk	Plate_1	treatment	7.795	Organic	114.9	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FB-6-1	O658_1	Organic658_1_8	Organic658	20cm	0	0wk	Plate_2	treatment	7.685	Organic	106.5	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FC-6-1	O658_1	Organic658_1_12	Organic658	30cm	0	0wk	Plate_3	treatment	8	Organic	102.9	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FD-6-1	O658_1	Organic658_1_4	Organic658	10cm	1	1wk	Plate_7	treatment	7.715	Organic	113.5	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FE-6-1	O658_1	Organic658_1_8	Organic658	20cm	1	1wk	Plate_8	treatment	7.695	Organic	111.7	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FF-6-1	O658_1	Organic658_1_12	Organic658	30cm	1	1wk	Plate_9	treatment	7.65	Organic	100	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FG-6-1	O658_1	Organic658_1_4	Organic658	10cm	3	3wk	Plate_12	treatment	7.65	Organic	68.1	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FH-6-1	O658_1	Organic658_1_8	Organic658	20cm	3	3wk	Plate_13	treatment	7.5	Organic	61.2	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FI-6-1	O658_1	Organic658_1_12	Organic658	30cm	3	3wk	Plate_14	treatment	7.65	Organic	68.2	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FJ-6-1	O658_1	Organic658_1_4	Organic658	10cm	6	6wk	Plate_18	treatment	7.61	Organic	66.7	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FK-6-1	O658_1	Organic658_1_8	Organic658	20cm	6	6wk	Plate_19	treatment	7.505	Organic	53.5	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FL-6-1	O658_1	Organic658_1_12	Organic658	30cm	6	6wk	Plate_20	treatment	7.7	Organic	56.7	True_Sample	45.71551,-119.98875	45.712325,-119.995272		Taunton	Coarse-loamy, mixed, superactive, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	112	0	0	52	0	0	0	0	0	0	39	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FA-6-2	O658_2	Organic658_2_4	Organic658	10cm	0	0wk	Plate_1	treatment	7.38	Organic	98.4	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FB-6-2	O658_2	Organic658_2_8	Organic658	20cm	0	0wk	Plate_2	treatment	7.15	Organic	85.6	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FC-6-2	O658_2	Organic658_2_12	Organic658	30cm	0	0wk	Plate_3	treatment	7.145	Organic	98.3	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FD-6-2	O658_2	Organic658_2_4	Organic658	10cm	1	1wk	Plate_7	treatment	7.6	Organic	103.2	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FE-6-2	O658_2	Organic658_2_8	Organic658	20cm	1	1wk	Plate_8	treatment	7.64	Organic	107.6	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FF-6-2	O658_2	Organic658_2_12	Organic658	30cm	1	1wk	Plate_9	treatment	7.47	Organic	95.5	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FG-6-2	O658_2	Organic658_2_4	Organic658	10cm	3	3wk	Plate_12	treatment	7.55	Organic	50.2	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FH-6-2	O658_2	Organic658_2_8	Organic658	20cm	3	3wk	Plate_13	treatment	7.3	Organic	43.3	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FI-6-2	O658_2	Organic658_2_12	Organic658	30cm	3	3wk	Plate_14	treatment	7.35	Organic	62.6	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FJ-6-2	O658_2	Organic658_2_4	Organic658	10cm	6	6wk	Plate_18	treatment	7.49	Organic	41	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FK-6-2	O658_2	Organic658_2_8	Organic658	20cm	6	6wk	Plate_19	treatment	7.495	Organic	51.2	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FL-6-2	O658_2	Organic658_2_12	Organic658	30cm	6	6wk	Plate_20	treatment	7.55	Organic	46.8	True_Sample	45.71551,-119.98875	45.713781,-119.99505		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FA-6-3	O658_3	Organic658_3_4	Organic658	10cm	0	0wk	Plate_1	treatment	7.52	Organic	111.6	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FB-6-3	O658_3	Organic658_3_8	Organic658	20cm	0	0wk	Plate_2	treatment	7.81	Organic	90.7	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FC-6-3	O658_3	Organic658_3_12	Organic658	30cm	0	0wk	Plate_3	treatment	8.045	Organic	94.3	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FD-6-3	O658_3	Organic658_3_4	Organic658	10cm	1	1wk	Plate_7	treatment	7.47	Organic	119.5	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FE-6-3	O658_3	Organic658_3_8	Organic658	20cm	1	1wk	Plate_8	treatment	7.41	Organic	109.5	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FF-6-3	O658_3	Organic658_3_12	Organic658	30cm	1	1wk	Plate_9	treatment	7.305	Organic	85.9	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FG-6-3	O658_3	Organic658_3_4	Organic658	10cm	3	3wk	Plate_12	treatment	7.5	Organic	63.3	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
FH-6-3	O658_3	Organic658_3_8	Organic658	20cm	3	3wk	Plate_13	treatment	7.35	Organic	47	True_Sample	45.71551,-119.98875	45.7135,-119.992925		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	32	0	0	56	0	0	0	0	0	0	1	0									CORN	PEAS	ONION	ALFALFA	ALFALFA	CORN	ALFALFA	CORN	PEAS	CORN	PEAS-CORN	PEAS	CORN
